6,2018-11-15T01:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.59,9.31,0.67,5.63,0
6,2018-11-15T01:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.71,6.87,0.69,5.61,0
6,2018-11-15T02:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.95,8.51,0.59,5.07,0
6,2018-11-15T02:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.88,8.91,0.66,5.61,0
6,2018-11-15T03:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.62,7.67,0.59,5.27,0
6,2018-11-15T03:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.5,9.25,0.59,5.55,0
6,2018-11-15T04:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.44,6.88,0.6,5.85,0
6,2018-11-15T04:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.82,8.3,0.62,5.82,0
6,2018-11-15T05:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.74,8.39,0.64,5.16,0
6,2018-11-15T05:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.89,6.56,0.71,4.39,0
6,2018-11-15T06:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.16,8.19,0.77,3.92,0
6,2018-11-15T06:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.3,6.56,0.77,3.89,0
6,2018-11-15T07:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.07,8.42,0.79,3.75,0
6,2018-11-15T07:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.94,4.58,0.76,3.86,0
6,2018-11-15T08:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.88,5.84,0.8,3.76,0
6,2018-11-15T08:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.24,3.73,0.84,4.05,0
6,2018-11-15T09:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,2.36,5.42,0.83,4.08,0
6,2018-11-15T09:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.98,5.72,0.76,4.38,0
6,2018-11-15T10:00:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.87,5.0,0.76,4.31,0
6,2018-11-15T10:30:00Z,53.228232,-9.268115,Galway Bay Wave Buoy,1.86,6.01,0.76,4.37,0
13,2018-11-14T12:00:00Z,52.756383,-9.70335,Westwave MK4,3.44,9.62,1.17,5.6,0
13,2018-11-14T13:00:00Z,52.756383,-9.70335,Westwave MK4,3.27,8.1,1.18,5.59,0
13,2018-11-14T14:00:00Z,52.756383,-9.70335,Westwave MK4,3.7,8.72,1.2,5.61,0
13,2018-11-14T15:00:00Z,52.756383,-9.70335,Westwave MK4,3.67,8.62,1.36,6.15,0
13,2018-11-14T16:00:00Z,52.756383,-9.70335,Westwave MK4,3.84,7.6,1.37,5.85,0
13,2018-11-14T17:00:00Z,52.756383,-9.70335,Westwave MK4,3.26,8.52,1.3,5.86,0
13,2018-11-14T18:00:00Z,52.756383,-9.70335,Westwave MK4,4.02,9.88,1.25,5.39,0
13,2018-11-14T19:00:00Z,52.756383,-9.70335,Westwave MK4,3.79,10.02,1.23,5.63,0
13,2018-11-14T20:00:00Z,52.756383,-9.70335,Westwave MK4,3.56,8.41,1.32,6.17,0
13,2018-11-14T21:00:00Z,52.756383,-9.70335,Westwave MK4,3.12,10.49,1.28,6.46,0
13,2018-11-14T22:00:00Z,52.756383,-9.70335,Westwave MK4,3.09,8.43,1.24,6.85,0
13,2018-11-14T23:00:00Z,52.756383,-9.70335,Westwave MK4,3.52,10.93,1.41,7.57,0
13,2018-11-15T00:00:00Z,52.756383,-9.70335,Westwave MK4,4.46,12.04,1.61,8.1,0
13,2018-11-15T01:00:00Z,52.756383,-9.70335,Westwave MK4,3.97,10.12,1.79,9.01,0
13,2018-11-15T02:00:00Z,52.756383,-9.70335,Westwave MK4,6.19,11.88,1.89,8.64,0
13,2018-11-15T03:00:00Z,52.756383,-9.70335,Westwave MK4,4.82,12.07,2.02,9.38,0
13,2018-11-15T04:00:00Z,52.756383,-9.70335,Westwave MK4,4.96,11.22,1.94,9.44,0
13,2018-11-15T05:00:00Z,52.756383,-9.70335,Westwave MK4,4.71,11.64,2.1,9.56,0
13,2018-11-15T06:00:00Z,52.756383,-9.70335,Westwave MK4,5.36,11.49,1.99,8.83,0
13,2018-11-15T07:00:00Z,52.756383,-9.70335,Westwave MK4,5.6,11.35,1.9,7.75,0
13,2018-11-15T08:00:00Z,52.756383,-9.70335,Westwave MK4,5.36,13.02,2.13,8.94,0
13,2018-11-15T09:00:00Z,52.756383,-9.70335,Westwave MK4,5.19,11.28,2.14,8.43,0
13,2018-11-15T10:00:00Z,52.756383,-9.70335,Westwave MK4,5.26,10.46,1.92,7.55,0
